Name,Rating,Review Count,location,Address,Phone
The American Grilled Cheese Kitchen,4.0,1548,"{'address1': '1 S Park St', 'address2': 'Apt 103A', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['1 S Park St', 'Apt 103A', 'San Francisco, CA 94107']}","1 S Park St, Apt 103A, San Francisco, CA 94107",+14152430107
Cordon Bleu,4.0,1157,"{'address1': '1574 California St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1574 California St', 'San Francisco, CA 94109']}","1574 California St, San Francisco, CA 94109",+14156735637
Slider Buns,4.0,96,"{'address1': '1202 Sutter St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['1202 Sutter St', 'San Francisco, CA 94109']}","1202 Sutter St, San Francisco, CA 94109",+14158853288
Bite,4.0,852,"{'address1': '912 Sutter St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94104', 'country': 'US', 'state': 'CA', 'display_address': ['912 Sutter St', 'San Francisco, CA 94104']}","912 Sutter St, San Francisco, CA 94104",+14155632483
Super Duper Burgers,4.0,1421,"{'address1': '783 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['783 Mission St', 'San Francisco, CA 94103']}","783 Mission St, San Francisco, CA 94103",+14158821750
Church Street Cafe,4.0,296,"{'address1': '260 Church St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['260 Church St', 'San Francisco, CA 94114']}","260 Church St, San Francisco, CA 94114",+14156212233
Spruce,4.0,2228,"{'address1': '3640 Sacramento St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['3640 Sacramento St', 'San Francisco, CA 94118']}","3640 Sacramento St, San Francisco, CA 94118",+14159315100
Super Duper Burgers,4.0,577,"{'address1': '98 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['98 Mission St', 'San Francisco, CA 94105']}","98 Mission St, San Francisco, CA 94105",+14155174608
Flippin Burger,4.0,96,"{'address1': '1419 Haight St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1419 Haight St', 'San Francisco, CA 94117']}","1419 Haight St, San Francisco, CA 94117",+14158759933
Roam Artisan Burgers,4.0,1623,"{'address1': '1785 Union St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['1785 Union St', 'San Francisco, CA 94123']}","1785 Union St, San Francisco, CA 94123",+14154407626
Eats,4.0,1307,"{'address1': '50 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['50 Clement St', 'San Francisco, CA 94118']}","50 Clement St, San Francisco, CA 94118",+14157518000
North Beach Gyros,4.0,479,"{'address1': '561 Columbus Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['561 Columbus Ave', 'San Francisco, CA 94133']}","561 Columbus Ave, San Francisco, CA 94133",+14156559649
San Tung,4.0,8007,"{'address1': '1031 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1031 Irving St', 'San Francisco, CA 94122']}","1031 Irving St, San Francisco, CA 94122",+14152420828
That's It Market,4.0,353,"{'address1': '2699 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2699 Mission St', 'San Francisco, CA 94110']}","2699 Mission St, San Francisco, CA 94110",+14152859833
Steins,4.0,266,"{'address1': '731 Clement St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['731 Clement St', 'San Francisco, CA 94118']}","731 Clement St, San Francisco, CA 94118",+14152213888
Donairo's Pizza,4.0,229,"{'address1': '6905 Geary Blvd', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['6905 Geary Blvd', 'San Francisco, CA 94121']}","6905 Geary Blvd, San Francisco, CA 94121",+14158318288
Blue Barn Gourmet,4.0,603,"{'address1': '2237 Polk St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2237 Polk St', 'San Francisco, CA 94109']}","2237 Polk St, San Francisco, CA 94109",+14156559438
El Castillito,4.0,906,"{'address1': '136 Church St', 'address2': 'Ste 1111', 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['136 Church St', 'Ste 1111', 'San Francisco, CA 94114']}","136 Church St, Ste 1111, San Francisco, CA 94114",+14156213428
El Farolito,4.0,753,"{'address1': '4817 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4817 Mission St', 'San Francisco, CA 94112']}","4817 Mission St, San Francisco, CA 94112",+14153375500
GoodFella's Pizzeria & Grill,4.0,354,"{'address1': '377 Bay St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['377 Bay St', 'San Francisco, CA 94133']}","377 Bay St, San Francisco, CA 94133",+14153981000
Gott's Roadside,4.0,116,"{'address1': '151 Warriors Way', 'address2': 'Ste 102', 'address3': '', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['151 Warriors Way', 'Ste 102', 'San Francisco, CA 94158']}","151 Warriors Way, Ste 102, San Francisco, CA 94158",+14158152992
El Farolito,4.0,956,"{'address1': '2950 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2950 24th St', 'San Francisco, CA 94110']}","2950 24th St, San Francisco, CA 94110",+14156410758
Richmond Republic Draught House,4.0,442,"{'address1': '642 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['642 Clement St', 'San Francisco, CA 94118']}","642 Clement St, San Francisco, CA 94118",+14157026069
Muguboka Restaurant,4.0,864,"{'address1': '401 Balboa St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['401 Balboa St', 'San Francisco, CA 94118']}","401 Balboa St, San Francisco, CA 94118",+14156686007
Thanh Thanh Cafe,4.0,244,"{'address1': '2205 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['2205 Clement St', 'San Francisco, CA 94121']}","2205 Clement St, San Francisco, CA 94121",+14153871759
Little Vietnam Cafe,4.0,573,"{'address1': '309 6th Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['309 6th Ave', 'San Francisco, CA 94118']}","309 6th Ave, San Francisco, CA 94118",+14158760283
RT Rotisserie,4.0,153,"{'address1': '302 Broderick St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['302 Broderick St', 'San Francisco, CA 94117']}","302 Broderick St, San Francisco, CA 94117",
El Metate Restaurant,4.0,1230,"{'address1': '2406 Bryant St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2406 Bryant St', 'San Francisco, CA 94110']}","2406 Bryant St, San Francisco, CA 94110",+14156417209
Krispy Krunchy Chicken,4.0,92,"{'address1': '4517 3rd St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['4517 3rd St', 'San Francisco, CA 94124']}","4517 3rd St, San Francisco, CA 94124",+14158749463
El Pollo Loco,4.0,140,"{'address1': '2506 International Blvd', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94601', 'country': 'US', 'state': 'CA', 'display_address': ['2506 International Blvd', 'Oakland, CA 94601']}","2506 International Blvd, Oakland, CA 94601",+15105364195
Uno Dos Tacos,4.0,923,"{'address1': '595 Market', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['595 Market', 'San Francisco, CA 94105']}","595 Market, San Francisco, CA 94105",+14159746922
Hummus Mediterranean Kitchen,4.0,110,"{'address1': '2164 Polk St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2164 Polk St', 'San Francisco, CA 94109']}","2164 Polk St, San Francisco, CA 94109",+14156553340
Hummus Mediterranean Kitchen,4.0,110,"{'address1': '2164 Polk St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94109', 'country': 'US', 'state': 'CA', 'display_address': ['2164 Polk St', 'San Francisco, CA 94109']}","2164 Polk St, San Francisco, CA 94109",+14156553340
Eddie's Cafe,4.0,749,"{'address1': '800 Divisadero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['800 Divisadero St', 'San Francisco, CA 94117']}","800 Divisadero St, San Francisco, CA 94117",+14155639780
SF Wraps,4.0,296,"{'address1': '255 Kearny St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94108', 'country': 'US', 'state': 'CA', 'display_address': ['255 Kearny St', 'San Francisco, CA 94108']}","255 Kearny St, San Francisco, CA 94108",+14159563070
Hamburger Haven,4.0,325,"{'address1': '800 Clement St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94118', 'country': 'US', 'state': 'CA', 'display_address': ['800 Clement St', 'San Francisco, CA 94118']}","800 Clement St, San Francisco, CA 94118",+14153873260
Pier Market Seafood Restaurant,4.0,2919,"{'address1': '39 Pier', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['39 Pier', 'San Francisco, CA 94133']}","39 Pier, San Francisco, CA 94133",+14159897437
The Front Porch,4.0,3194,"{'address1': '65 29th St', 'address2': 'Ste A', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['65 29th St', 'Ste A', 'San Francisco, CA 94110']}","65 29th St, Ste A, San Francisco, CA 94110",+14156957800
Proper Food,4.0,191,"{'address1': '100 1st St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['100 1st St', 'San Francisco, CA 94105']}","100 1st St, San Francisco, CA 94105",+14159926781
Tempest,4.0,792,"{'address1': '431 Natoma St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['431 Natoma St', 'San Francisco, CA 94103']}","431 Natoma St, San Francisco, CA 94103",+14154951863
BIX,4.0,1993,"{'address1': '56 Gold St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94133', 'country': 'US', 'state': 'CA', 'display_address': ['56 Gold St', 'San Francisco, CA 94133']}","56 Gold St, San Francisco, CA 94133",+14154336300
Chile Lindo Empanadas,4.0,229,"{'address1': '2944 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['2944 16th St', 'San Francisco, CA 94103']}","2944 16th St, San Francisco, CA 94103",+14156216108
Terra Cotta Warrior,4.0,675,"{'address1': '2555 Judah St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['2555 Judah St', 'San Francisco, CA 94122']}","2555 Judah St, San Francisco, CA 94122",+14156813288
Nopalito,4.0,2036,"{'address1': '306 Broderick St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['306 Broderick St', 'San Francisco, CA 94117']}","306 Broderick St, San Francisco, CA 94117",+14154370303
Chez Maman West,4.0,1508,"{'address1': '401 Gough St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['401 Gough St', 'San Francisco, CA 94102']}","401 Gough St, San Francisco, CA 94102",+14153559067
ABC Chicken,4.0,32,"{'address1': '2891 San Bruno Ave', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2891 San Bruno Ave', 'San Francisco, CA 94134']}","2891 San Bruno Ave, San Francisco, CA 94134",+16262233966
Delancey Street Restaurant,4.0,1827,"{'address1': '600 The Embarcadero', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['600 The Embarcadero', 'San Francisco, CA 94107']}","600 The Embarcadero, San Francisco, CA 94107",+14155125179
Super Duper Burgers,4.0,122,"{'address1': '127 K Serramonte Center', 'address2': 'Space 662', 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['127 K Serramonte Center', 'Space 662', 'Daly City, CA 94015']}","127 K Serramonte Center, Space 662, Daly City, CA 94015",+16507734041
Chopsticks,4.0,114,"{'address1': '4615 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['4615 Mission St', 'San Francisco, CA 94112']}","4615 Mission St, San Francisco, CA 94112",+14153336336
Smish Smash,4.0,65,"{'address1': '630 Central Ave', 'address2': None, 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['630 Central Ave', 'Alameda, CA 94501']}","630 Central Ave, Alameda, CA 94501",
Flores San Francisco,4.0,968,"{'address1': '2030 Union St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2030 Union St', 'San Francisco, CA 94123']}","2030 Union St, San Francisco, CA 94123",+14157962926
Bistro Gambrinus,4.0,328,"{'address1': '1813 Fulton St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['1813 Fulton St', 'San Francisco, CA 94117']}","1813 Fulton St, San Francisco, CA 94117",+14152217777
Chick & Jajang,4.0,118,"{'address1': '243 Westlake Ctr', 'address2': None, 'address3': '', 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['243 Westlake Ctr', 'Daly City, CA 94015']}","243 Westlake Ctr, Daly City, CA 94015",+16507552100
Taqueria San Francisco,4.0,259,"{'address1': '2794 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2794 24th St', 'San Francisco, CA 94110']}","2794 24th St, San Francisco, CA 94110",+14156411770
Taqueria Guadalajara,4.0,357,"{'address1': '3146 24th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3146 24th St', 'San Francisco, CA 94110']}","3146 24th St, San Francisco, CA 94110",+14156424892
Pacific Catch,4.0,1744,"{'address1': '2027 Chestnut St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2027 Chestnut St', 'San Francisco, CA 94123']}","2027 Chestnut St, San Francisco, CA 94123",+14154401950
Banhwich,4.0,290,"{'address1': '1105 Taraval St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94116', 'country': 'US', 'state': 'CA', 'display_address': ['1105 Taraval St', 'San Francisco, CA 94116']}","1105 Taraval St, San Francisco, CA 94116",+14156652233
Java Beach Café,4.0,1189,"{'address1': '1396 La Playa St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1396 La Playa St', 'San Francisco, CA 94122']}","1396 La Playa St, San Francisco, CA 94122",+14156655282
Sunrise Deli,4.0,626,"{'address1': '2115 Irving St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['2115 Irving St', 'San Francisco, CA 94122']}","2115 Irving St, San Francisco, CA 94122",+14156648210
La Corneta Taqueria,4.0,1318,"{'address1': '2834 Diamond St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94131', 'country': 'US', 'state': 'CA', 'display_address': ['2834 Diamond St', 'San Francisco, CA 94131']}","2834 Diamond St, San Francisco, CA 94131",+14154698757
Joe's Coffee Shop,4.0,363,"{'address1': '6134 Geary Blvd', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94121', 'country': 'US', 'state': 'CA', 'display_address': ['6134 Geary Blvd', 'San Francisco, CA 94121']}","6134 Geary Blvd, San Francisco, CA 94121",
Charleys Cheesesteaks,4.0,6,"{'address1': '425 Mission St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['425 Mission St', 'San Francisco, CA 94105']}","425 Mission St, San Francisco, CA 94105",+14157570674
Woodhouse Fish,4.0,1815,"{'address1': '2073 Market St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94114', 'country': 'US', 'state': 'CA', 'display_address': ['2073 Market St', 'San Francisco, CA 94114']}","2073 Market St, San Francisco, CA 94114",+14154372722
The Grove Yerba Buena,4.0,2164,"{'address1': '690 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['690 Mission St', 'San Francisco, CA 94105']}","690 Mission St, San Francisco, CA 94105",+14159570558
Pete's Deli & Cafe,4.0,203,"{'address1': '1661 Divisadero St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1661 Divisadero St', 'San Francisco, CA 94115']}","1661 Divisadero St, San Francisco, CA 94115",+14159314800
MIXT,4.0,261,"{'address1': '51 Yerba Buena Ln', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['51 Yerba Buena Ln', 'San Francisco, CA 94103']}","51 Yerba Buena Ln, San Francisco, CA 94103",
El Pollo Supremo,4.0,328,"{'address1': '5210 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94112', 'country': 'US', 'state': 'CA', 'display_address': ['5210 Mission St', 'San Francisco, CA 94112']}","5210 Mission St, San Francisco, CA 94112",+14153375750
Media Noche,4.0,456,"{'address1': '3465 19th St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3465 19th St', 'San Francisco, CA 94110']}","3465 19th St, San Francisco, CA 94110",+14156553904
Hunan Empire,4.0,171,"{'address1': '2001 Union St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94123', 'country': 'US', 'state': 'CA', 'display_address': ['2001 Union St', 'San Francisco, CA 94123']}","2001 Union St, San Francisco, CA 94123",+14157754735
Venga Empanadas,4.0,482,"{'address1': '443 Valencia St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['443 Valencia St', 'San Francisco, CA 94103']}","443 Valencia St, San Francisco, CA 94103",+14155525895
Homeroom,4.0,6452,"{'address1': '400 40th St', 'address2': '', 'address3': '', 'city': 'Oakland', 'zip_code': '94609', 'country': 'US', 'state': 'CA', 'display_address': ['400 40th St', 'Oakland, CA 94609']}","400 40th St, Oakland, CA 94609",+15105970400
Wolfes Lunch,4.0,138,"{'address1': '1220 16th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['1220 16th St', 'San Francisco, CA 94107']}","1220 16th St, San Francisco, CA 94107",+14156213684
Wayfare Tavern,4.0,4423,"{'address1': '558 Sacramento St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94111', 'country': 'US', 'state': 'CA', 'display_address': ['558 Sacramento St', 'San Francisco, CA 94111']}","558 Sacramento St, San Francisco, CA 94111",+14157729060
In-N-Out Burger,4.0,980,"{'address1': '11 Rollins Rd', 'address2': None, 'address3': '', 'city': 'Millbrae', 'zip_code': '94030', 'country': 'US', 'state': 'CA', 'display_address': ['11 Rollins Rd', 'Millbrae, CA 94030']}","11 Rollins Rd, Millbrae, CA 94030",+18007861000
The Bagel Bakery,4.0,283,"{'address1': '151 Townsend St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94107', 'country': 'US', 'state': 'CA', 'display_address': ['151 Townsend St', 'San Francisco, CA 94107']}","151 Townsend St, San Francisco, CA 94107",+14155430900
San Francisco Athletic Club,4.0,302,"{'address1': '1750 Divisadero St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94115', 'country': 'US', 'state': 'CA', 'display_address': ['1750 Divisadero St', 'San Francisco, CA 94115']}","1750 Divisadero St, San Francisco, CA 94115",+14159238989
In-N-Out Burger,4.0,318,"{'address1': '372 Gellert Blvd', 'address2': '', 'address3': None, 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['372 Gellert Blvd', 'Daly City, CA 94015']}","372 Gellert Blvd, Daly City, CA 94015",+18007861000
Taylor Street Coffee Shop,4.0,1253,"{'address1': '375 Taylor St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['375 Taylor St', 'San Francisco, CA 94102']}","375 Taylor St, San Francisco, CA 94102",+14155674031
Um Ma,4.0,659,"{'address1': '1220 9th Ave', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1220 9th Ave', 'San Francisco, CA 94122']}","1220 9th Ave, San Francisco, CA 94122",+14159436071
Atlas Cafe,4.0,869,"{'address1': '3049 20th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['3049 20th St', 'San Francisco, CA 94110']}","3049 20th St, San Francisco, CA 94110",
Peasant Pies Café & Catering,4.0,219,"{'address1': '550 Gene Friend Way', 'address2': '', 'address3': 'UCSF Mission Bay', 'city': 'San Francisco', 'zip_code': '94158', 'country': 'US', 'state': 'CA', 'display_address': ['550 Gene Friend Way', 'UCSF Mission Bay', 'San Francisco, CA 94158']}","550 Gene Friend Way, UCSF Mission Bay, San Francisco, CA 94158",+14159341400
Banh Mi & Rolls,4.0,84,"{'address1': '2646 San Bruno Ave', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94134', 'country': 'US', 'state': 'CA', 'display_address': ['2646 San Bruno Ave', 'San Francisco, CA 94134']}","2646 San Bruno Ave, San Francisco, CA 94134",+14158255315
All Nite Pizza,4.0,21,"{'address1': '5155 3rd St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94124', 'country': 'US', 'state': 'CA', 'display_address': ['5155 3rd St', 'San Francisco, CA 94124']}","5155 3rd St, San Francisco, CA 94124",+14158557010
Tad’s Steak House,4.0,161,"{'address1': '38 Ellis St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94102', 'country': 'US', 'state': 'CA', 'display_address': ['38 Ellis St', 'San Francisco, CA 94102']}","38 Ellis St, San Francisco, CA 94102",+14159562139
California Fish Grill,4.0,1024,"{'address1': '153C Serramonte Ctr', 'address2': '', 'address3': None, 'city': 'Daly City', 'zip_code': '94015', 'country': 'US', 'state': 'CA', 'display_address': ['153C Serramonte Ctr', 'Daly City, CA 94015']}","153C Serramonte Ctr, Daly City, CA 94015",+16505175712
Double Decker,4.0,81,"{'address1': '2956 24th St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2956 24th St', 'San Francisco, CA 94110']}","2956 24th St, San Francisco, CA 94110",+14157570523
Panzon,4.0,140,"{'address1': '53 Stevenson St', 'address2': '', 'address3': None, 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['53 Stevenson St', 'San Francisco, CA 94105']}","53 Stevenson St, San Francisco, CA 94105",+14155433663
In-N-Out Burger,4.0,397,"{'address1': '555 Willie Stargell Ave', 'address2': '', 'address3': '', 'city': 'Alameda', 'zip_code': '94501', 'country': 'US', 'state': 'CA', 'display_address': ['555 Willie Stargell Ave', 'Alameda, CA 94501']}","555 Willie Stargell Ave, Alameda, CA 94501",+18007861000
Taqueria El Buen Sabor,4.0,677,"{'address1': '699 Valencia St', 'address2': None, 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['699 Valencia St', 'San Francisco, CA 94110']}","699 Valencia St, San Francisco, CA 94110",+14155528816
Fresca Garden,4.0,117,"{'address1': '135 4th St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['135 4th St', 'San Francisco, CA 94103']}","135 4th St, San Francisco, CA 94103",+14153778048
The Ice Cream Bar,4.0,1399,"{'address1': '815 Cole St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94117', 'country': 'US', 'state': 'CA', 'display_address': ['815 Cole St', 'San Francisco, CA 94117']}","815 Cole St, San Francisco, CA 94117",+14157424932
Gracias Madre,4.0,3590,"{'address1': '2211 Mission St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94110', 'country': 'US', 'state': 'CA', 'display_address': ['2211 Mission St', 'San Francisco, CA 94110']}","2211 Mission St, San Francisco, CA 94110",+14152850205
Little Griddle,4.0,101,"{'address1': '1455 Market St', 'address2': None, 'address3': 'Dough Cafe', 'city': 'San Francisco', 'zip_code': '94103', 'country': 'US', 'state': 'CA', 'display_address': ['1455 Market St', 'Dough Cafe', 'San Francisco, CA 94103']}","1455 Market St, Dough Cafe, San Francisco, CA 94103",+14158644292
CyBelle's Front Room,4.0,887,"{'address1': '1385 9th Ave', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94122', 'country': 'US', 'state': 'CA', 'display_address': ['1385 9th Ave', 'San Francisco, CA 94122']}","1385 9th Ave, San Francisco, CA 94122",+14156658088
The Sentinel,4.0,1293,"{'address1': '37 New Montgomery St', 'address2': '', 'address3': '', 'city': 'San Francisco', 'zip_code': '94105', 'country': 'US', 'state': 'CA', 'display_address': ['37 New Montgomery St', 'San Francisco, CA 94105']}","37 New Montgomery St, San Francisco, CA 94105",+14157698109
Top Dog,4.0,2139,"{'address1': '2534 Durant Ave', 'address2': '', 'address3': '', 'city': 'Berkeley', 'zip_code': '94704', 'country': 'US', 'state': 'CA', 'display_address': ['2534 Durant Ave', 'Berkeley, CA 94704']}","2534 Durant Ave, Berkeley, CA 94704",+15108435967
